pmcid,question,answer,
9771058,What may happen to some people before receiving the interventions? (pmcid=9771058),Some people may die or enter a nursing home before receiving the interventions.,74dcc19042bf1c4762ab54ed346f9971
9771058,"What was the average reduction in annual payer expenditures for MIND, NYUCI, ADC, and ADS-Plus interventions over 5 years (pmcid=9771058)?","The average reduction in annual payer expenditures for MIND, NYUCI, ADC, and ADS-Plus interventions over 5 years was 0.67%, 0.23%, 0.13%, and 0.58%, respectively.",74dcc19042bf1c4762ab54ed346f9971
9771058,What varied for the interventions in terms of cost savings (pmcid=9771058)?,Cost savings for the interventions varied by demographics.,74dcc19042bf1c4762ab54ed346f9971
9771058,What demographic group had the largest cost savings from receiving NYUCI? (pmcid=9771058),African American females between ages 95-100,74dcc19042bf1c4762ab54ed346f9971
9771058,What was the increase in payer costs for white females between ages 65-70 who received ADC (pmcid=9771058)?,"The increase in payer costs for white females between ages 65-70 who received ADC was $2,397.07.",74dcc19042bf1c4762ab54ed346f9971
9771058,What is the average impact of non-pharmacologic dementia care interventions on a healthcare payer's budget (pmcid=9771058)?,"On average, non-pharmacologic dementia care interventions do not increase a healthcare payer's budget.",74dcc19042bf1c4762ab54ed346f9971
10015636,What is necessary to achieve global WHO targets for hepatitis C virus elimination in Malaysia (pmcid=10015636)?,A scaled-up treatment cascade with direct-acting antiviral (DAA) therapy is necessary to achieve global WHO targets for hepatitis C virus (HCV) elimination in Malaysia.,44e79c4951126e76c11ad487a0beead2
10015636,What options are available for access to sofosbuvir/daclatasvir (SOF/DAC) and sofosbuvir/velpatasvir (SOF/VEL) in Malaysia (pmcid=10015636)?,"Access to sofosbuvir/daclatasvir (SOF/DAC) is available through compulsory licensing, while access to sofosbuvir/velpatasvir (SOF/VEL) is expected through voluntary licensing in Malaysia.",44e79c4951126e76c11ad487a0beead2
10015636,What are the drug acquisition costs comparison between SOF/VEL and SOF/DAC? (pmcid=10015636),SOF/VEL has higher drug acquisition costs compared to SOF/DAC.,44e79c4951126e76c11ad487a0beead2
10015636,What might be the most cost-efficient treatment approach for hepatitis C in Malaysia according to the abstract sentence provided? (pmcid=10015636),A stratified treatment cascade might be the most cost-efficient approach for Malaysia whereby all HCV patients are treated with SOF/DAC except for patients with cirrhosis who are treated with SOF/VEL.,44e79c4951126e76c11ad487a0beead2
10015636,What was the aim of the study (pmcid=10015636)?,The aim of the study was to conduct a 5-year budget impact analysis of the proposed stratified treatment cascade for HCV treatment in Malaysia.,44e79c4951126e76c11ad487a0beead2
10015636,What disease progression model was used for the analysis (pmcid=10015636)?,A disease progression model based on model-predicted HCV epidemiology data was used for the analysis.,44e79c4951126e76c11ad487a0beead2
10015636,What costs were included to estimate the downstream cost implications in the study (pmcid=10015636)?,Healthcare costs associated with DAA therapy and disease stage monitoring were included to estimate the downstream cost implications.,44e79c4951126e76c11ad487a0beead2
10015636,What was found to be cost-saving compared to Scenario A in the budget impact analysis for hepatitis C treatment in Malaysia (pmcid=10015636)?,The stratified treatment cascade with 109 in Scenario B was found to be cost-saving compared to Scenario A.,44e79c4951126e76c11ad487a0beead2
10015636,What were the cumulative savings for the stratified treatment cascade over 5 years (pmcid=10015636)?,The cumulative savings for the stratified treatment cascade over 5 years was USD 1.4 million.,44e79c4951126e76c11ad487a0beead2
10015636,What was the expected budget impact reduction in overall healthcare expenditure in Malaysia with a stratified treatment cascade using SOF/VEL (pmcid=10015636)?,The expected budget impact reduction in overall healthcare expenditure in Malaysia with a stratified treatment cascade using SOF/VEL was cost-saving.,44e79c4951126e76c11ad487a0beead2
11748570,What is the background information provided in the abstract (pmcid=11748570)?,More than 800 million people are affected by chronic kidney disease (CKD) worldwide.,92920b0ae5b2334a7a1fa6443d0b41bf
11748570,What was the increase in the prevalence of CKD in South Africa between 1999 and 2006 (pmcid=11748570)?,The prevalence of CKD in South Africa increased by 67% between 1999 and 2006.,92920b0ae5b2334a7a1fa6443d0b41bf
11748570,What are the three main modalities used for managing end stage kidney disease? (pmcid=11748570),"Haemodialysis (HD), peritoneal dialysis (PD), and kidney transplant",92920b0ae5b2334a7a1fa6443d0b41bf
11748570,What poses a significant burden to the health care system in South Africa (pmcid=11748570)?,The cost of peritoneal dialysis and haemodialysis poses a significant burden to the health care system in South Africa.,92920b0ae5b2334a7a1fa6443d0b41bf
11748570,What is the aim of this study (pmcid=11748570)?,The aim of the study with pmcid=11748570 is to determine the cost-effectiveness and budget impact of peritoneal dialysis versus haemodialysis from the societal perspective in South Africa.,92920b0ae5b2334a7a1fa6443d0b41bf
11748570,What model was constructed to estimate the cost-effectiveness of peritoneal dialysis versus haemodialysis (pmcid=11748570)?,A Markov model,92920b0ae5b2334a7a1fa6443d0b41bf
11748570,What type of data was synthesized from the literature to populate the model in excel (pmcid=11748570)?,Clinical evidence and cost data,92920b0ae5b2334a7a1fa6443d0b41bf
11748570,What was the time horizon over which costs and outcomes were estimated in the study (pmcid=11748570)?,The time horizon over which costs and outcomes were estimated in the study with pmcid=11748570 was 5 years.,92920b0ae5b2334a7a1fa6443d0b41bf
11748570,What were the outcomes presented as in the study (pmcid=11748570)?,The outcomes were presented as quality-adjusted life years.,92920b0ae5b2334a7a1fa6443d0b41bf
11748570,What was estimated to determine cost effectiveness in the study (pmcid=11748570)?,The incremental cost-effectiveness ratio and the incremental net monetary benefit (INMB) were estimated to determine cost effectiveness in the study.,92920b0ae5b2334a7a1fa6443d0b41bf
11748570,What type of analysis was conducted to assess the robustness of the results (pmcid=11748570)?,Probabilistic sensitivity analysis,92920b0ae5b2334a7a1fa6443d0b41bf
11748570,What period of time was considered in the budget impact model constructed to estimate the impact of PD and HD in South Africa (pmcid=11748570)?,The budget impact model constructed to estimate the impact of PD and HD in South Africa considered a 5-year period.,92920b0ae5b2334a7a1fa6443d0b41bf
11748570,What were the total discounted costs per patient over 5 years for peritoneal dialysis versus hemodialysis in South Africa (pmcid=11748570)?,"The total discounted costs per patient over 5 years were R788,384 for peritoneal dialysis (PD) versus R1,227,708 for hemodialysis (HD) in South Africa.",92920b0ae5b2334a7a1fa6443d0b41bf
11748570,What was the estimated incremental cost for providing PD in South Africa (pmcid=11748570)?,"The estimated incremental cost for providing PD in South Africa was -R438,875.",92920b0ae5b2334a7a1fa6443d0b41bf
11748570,What were the estimated net QALYs for delivering PD compared to HD (pmcid=11748570)?,The estimated net QALYs for delivering PD compared to HD in the study with pmcid=11748570 were -0.09.,92920b0ae5b2334a7a1fa6443d0b41bf
11748570,What was the cost effectiveness ratio for PD versus PD in South Africa (pmcid=11748570)?,"The cost effectiveness ratio for PD versus PD in South Africa was R5,096,154 per QALY.",92920b0ae5b2334a7a1fa6443d0b41bf
11748570,"What is the probability of PD provision being cost-effective relative to HD at a threshold of R38,500 (pmcid=11748570)?",79%,92920b0ae5b2334a7a1fa6443d0b41bf
11748570,What was the estimated incremental net monetary benefit for peritoneal dialysis and hemodialysis in South Africa (pmcid=11748570)?,"The estimated incremental net monetary benefit was R328,574 for peritoneal dialysis (PD) and R322,194 for hemodialysis (HD) in South Africa.",92920b0ae5b2334a7a1fa6443d0b41bf
11748570,What would be the cost to the government over 5 years to treat all individuals eligible for kidney replacement therapy under the current scenario of 88% hemodialysis and 12% peritoneal dialysis (pmcid=11748570)?,The cost to the government over 5 years to treat all individuals eligible for kidney replacement therapy under the current scenario of 88% hemodialysis and 12% peritoneal dialysis would be approximately R25 billion (pmcid=11748570).,92920b0ae5b2334a7a1fa6443d0b41bf
11748570,What is the cost-effectiveness threshold for peritoneal dialysis in South Africa (pmcid=11748570)?,The cost-effectiveness threshold for peritoneal dialysis in South Africa is less than R38 500.,92920b0ae5b2334a7a1fa6443d0b41bf
11748570,What policy should be considered regarding peritoneal dialysis and haemodialysis in South Africa (pmcid=11748570)?,A PD-preferred policy that considers clinical appropriateness and patients' values should be considered.,92920b0ae5b2334a7a1fa6443d0b41bf
10623695,What is the objective of the economic impact analysis in the seven countries mentioned (pmcid=10623695)?,The objective of the economic impact analysis in the seven countries mentioned is to estimate the economic impact of preventing urinary tract infections (UTI) by increasing water intake among women with recurrent UTI and low fluid intake.,0c116601d26e9251f5499c3ea1d4ac5f
10623695,What model was developed to compare costs and outcomes of UTIs associated with low fluid intake in women (pmcid=10623695)?,A Markov model was developed.,0c116601d26e9251f5499c3ea1d4ac5f
