SLR_pmcid_tbl,single_studies,question,answer
10060315_Table_2,"Grant et al. 2020 [55]; Wu et al. 2020 [49]; Earla and Sansgiry 2019 [30] Perera et al. 2019 [56]; Park et al. 2019 [42]: KR; Zueger et al. 2018 [52]: US; Zaca 2018 [50]: IT; Liang et al. 2018 [19]: SG; D’Angiolella et al. 2017 [29]: IT; Ademi et al. 2017 [25]: CH; Ramos et al. 2017 [43]: NL; CADTH (HTA), 2016 [58]: CA; NICE (HTA), 2016 [17]: UK; SMC (HTA), 2016 [59]: SC",What are the ICER/QALY values reported in these studies?,"Grant et al. 2020 [55] (CA): CA$34,727; Wu et al. 2020 [49] (CN): $2,481; Earla and Sansgiry 2019 [30] (US): $75,270#; Perera et al. 2019 [56] (AU): AU$77,889; Park et al. 2019 [42] (KR): $12,722; Zueger et al. 2018 [52] (US): US$142,891; Zaca 2018 [50] (IT): –€98,500/; Liang et al. 2018 [19] (SG): SG$74,592; D’Angiolella et al. 2017 [29] (IT): €19,487; Ademi et al. 2017 [25] (CH): CHF25,684; Ramos et al. 2017 [43] (NL): €17,600; CADTH (HTA), 2016 [58] (CA): CA$29,999; NICE (HTA), 2016 [17] (UK): £17,939; SMC (HTA), 2016 [59] (SC): £18,348"
10060315_Table_2,"Grant et al. 2020 [55]; Wu et al. 2020 [49]; Earla and Sansgiry 2019 [30] Perera et al. 2019 [56]; Park et al. 2019 [42]: KR; Zueger et al. 2018 [52]: US; Zaca 2018 [50]: IT; Liang et al. 2018 [19]: SG; D’Angiolella et al. 2017 [29]: IT; Ademi et al. 2017 [25]: CH; Ramos et al. 2017 [43]: NL; CADTH (HTA), 2016 [58]: CA; NICE (HTA), 2016 [17]: UK; SMC (HTA), 2016 [59]: SC",What are the outcomes or results at the 1-year mark in these studies?,"Grant et al. 2020: –; Wu et al. 2020: –; Earla and Sansgiry 2019: –; Perera et al. 2019: –; Park et al. 2019: –; Zueger et al. 2018: –; Zaca 2018: –; Liang et al. 2018: –; D’Angiolella et al. 2017: –; Ademi et al. 2017: –; Ramos et al. 2017: €88,710; CADTH (HTA), 2016: –; NICE (HTA), 2016: –; SMC (HTA), 2016: –"
10060315_Table_2,"Grant et al. 2020 [55]; Wu et al. 2020 [49]; Earla and Sansgiry 2019 [30] Perera et al. 2019 [56]; Park et al. 2019 [42]: KR; Zueger et al. 2018 [52]: US; Zaca 2018 [50]: IT; Liang et al. 2018 [19]: SG; D’Angiolella et al. 2017 [29]: IT; Ademi et al. 2017 [25]: CH; Ramos et al. 2017 [43]: NL; CADTH (HTA), 2016 [58]: CA; NICE (HTA), 2016 [17]: UK; SMC (HTA), 2016 [59]: SC",What are the outcomes or results at the 2-year mark in these studies?,"Grant et al. 2020: CA$50,766; Wu et al. 2020: –; Earla and Sansgiry 2019: –; Perera et al. 2019: –; Park et al. 2019: –; Zueger et al. 2018: –; Zaca 2018: –; Liang et al. 2018: SG$271,291; D’Angiolella et al. 2017: –; Ademi et al. 2017: CHF58,679; Ramos et al. 2017: –; CADTH (HTA), 2016: –; NICE (HTA), 2016: –; SMC (HTA), 2016: –"
10060315_Table_2,"Grant et al. 2020 [55]; Wu et al. 2020 [49]; Earla and Sansgiry 2019 [30] Perera et al. 2019 [56]; Park et al. 2019 [42]: KR; Zueger et al. 2018 [52]: US; Zaca 2018 [50]: IT; Liang et al. 2018 [19]: SG; D’Angiolella et al. 2017 [29]: IT; Ademi et al. 2017 [25]: CH; Ramos et al. 2017 [43]: NL; CADTH (HTA), 2016 [58]: CA; NICE (HTA), 2016 [17]: UK; SMC (HTA), 2016 [59]: SC",What are the outcomes or results at the 3-year mark in these studies?,"Grant et al. 2020: –; Wu et al. 2020: –; Earla and Sansgiry 2019: –; Perera et al. 2019: –; Park et al. 2019: –; Zueger et al. 2018: $223,344; Zaca 2018: –; Liang et al. 2018: –; D’Angiolella et al. 2017: –; Ademi et al. 2017: –; Ramos et al. 2017: €55,555; CADTH (HTA), 2016: –; NICE (HTA), 2016: –; SMC (HTA), 2016: –"
10060315_Table_2,"Grant et al. 2020 [55]; Wu et al. 2020 [49]; Earla and Sansgiry 2019 [30] Perera et al. 2019 [56]; Park et al. 2019 [42]: KR; Zueger et al. 2018 [52]: US; Zaca 2018 [50]: IT; Liang et al. 2018 [19]: SG; D’Angiolella et al. 2017 [29]: IT; Ademi et al. 2017 [25]: CH; Ramos et al. 2017 [43]: NL; CADTH (HTA), 2016 [58]: CA; NICE (HTA), 2016 [17]: UK; SMC (HTA), 2016 [59]: SC",What are the outcomes or results at the 5-year mark in these studies?,"Grant et al. 2020: CA$24,426; Zueger et al. 2018: US$89,824; Ramos et al. 2017: €41,576"
10060315_Table_2,"Grant et al. 2020 [55]; Wu et al. 2020 [49]; Earla and Sansgiry 2019 [30] Perera et al. 2019 [56]; Park et al. 2019 [42]: KR; Zueger et al. 2018 [52]: US; Zaca 2018 [50]: IT; Liang et al. 2018 [19]: SG; D’Angiolella et al. 2017 [29]: IT; Ademi et al. 2017 [25]: CH; Ramos et al. 2017 [43]: NL; CADTH (HTA), 2016 [58]: CA; NICE (HTA), 2016 [17]: UK; SMC (HTA), 2016 [59]: SC",What are the outcomes or results at the 10-year mark in these studies?,"Wu et al. 2020 [49] (CN): $3,685; Perera et al. 2019 [56] (AU): AU$109,302; Zueger et al. 2018 [52] (US): $89,824; Liang et al. 2018 [19] (SG): SG$54,777; Ramos et al. 2017 [43] (NL): €27,350"
10060315_Table_2,"Grant et al. 2020 [55]; Wu et al. 2020 [49]; Earla and Sansgiry 2019 [30] Perera et al. 2019 [56]; Park et al. 2019 [42]: KR; Zueger et al. 2018 [52]: US; Zaca 2018 [50]: IT; Liang et al. 2018 [19]: SG; D’Angiolella et al. 2017 [29]: IT; Ademi et al. 2017 [25]: CH; Ramos et al. 2017 [43]: NL; CADTH (HTA), 2016 [58]: CA; NICE (HTA), 2016 [17]: UK; SMC (HTA), 2016 [59]: SC",What are the outcomes or results at the 15-year mark in these studies?,"Grant et al. 2020: –; Wu et al. 2020: –; Earla and Sansgiry 2019: –; Perera et al. 2019: AU$78,373; Park et al. 2019: –; Zueger et al. 2018: $89,824; Zaca 2018: –; Liang et al. 2018: –; D’Angiolella et al. 2017: €26,180; Ademi et al. 2017: –; Ramos et al. 2017: €27,350; CADTH (HTA), 2016: CA$42,787; NICE (HTA), 2016: –; SMC (HTA), 2016: –"
10060315_Table_2,"Grant et al. 2020 [55]; Wu et al. 2020 [49]; Earla and Sansgiry 2019 [30] Perera et al. 2019 [56]; Park et al. 2019 [42]: KR; Zueger et al. 2018 [52]: US; Zaca 2018 [50]: IT; Liang et al. 2018 [19]: SG; D’Angiolella et al. 2017 [29]: IT; Ademi et al. 2017 [25]: CH; Ramos et al. 2017 [43]: NL; CADTH (HTA), 2016 [58]: CA; NICE (HTA), 2016 [17]: UK; SMC (HTA), 2016 [59]: SC",What are the outcomes or results at the 20-year mark in these studies?,"Wu et al. 2020 [49] (CN): $2,033; Zueger et al. 2018 [52] (US): Not available; Zaca 2018 [50] (IT): Not available; Liang et al. 2018 [19] (SG): Not available; D’Angiolella et al. 2017 [29] (IT): Not available; Ademi et al. 2017 [25] (CH): Not available; Ramos et al. 2017 [43] (NL): Not available; CADTH (HTA), 2016 [58] (CA): Not available; NICE (HTA), 2016 [17] (UK): Not available; SMC (HTA), 2016 [59] (SC): Not available"
10060315_Table_2,"Grant et al. 2020 [55]; Wu et al. 2020 [49]; Earla and Sansgiry 2019 [30] Perera et al. 2019 [56]; Park et al. 2019 [42]: KR; Zueger et al. 2018 [52]: US; Zaca 2018 [50]: IT; Liang et al. 2018 [19]: SG; D’Angiolella et al. 2017 [29]: IT; Ademi et al. 2017 [25]: CH; Ramos et al. 2017 [43]: NL; CADTH (HTA), 2016 [58]: CA; NICE (HTA), 2016 [17]: UK; SMC (HTA), 2016 [59]: SC",What are the outcomes or results at the 30-year mark in these studies?,"Zueger et al. 2018: US$67,997; Zaca 2018: Dominant"
10020287_Table_2,Hiligsmann et al. [27]; Ethgen et al. [21]; Silverman et al. [25]; Hiligsmann et al. [28]; Parthan et al. [26]; Hiligsmann et al. [40]: ; Kouta et al. [23�; Kreck et al. [18]; Schousboe et al. [22]:,What references are cited in these studies?,Hiligsmann et al. [27]: Vit D-fortified dairy products; Ethgen et al. [21]: CA/Vit D dietary supplementation; Silverman et al. [25]: Denosumab; Hiligsmann et al. [28]: CA/Vit D supplementation; Parthan et al. [26]: Denosumab; Hiligsmann et al. [40]: Strontium ranelate; Kouta et al. [23]: Selective branded alendronate therapy + BMD test; Kreck et al. [18]: Branded ibandronate+ calcium/colecalciferol; Schousboe et al. [22]: Branded bisphosphonate + bone densitometry
10020287_Table_2,Hiligsmann et al. [27]; Ethgen et al. [21]; Silverman et al. [25]; Hiligsmann et al. [28]; Parthan et al. [26]; Hiligsmann et al. [40]: ; Kouta et al. [23�; Kreck et al. [18]; Schousboe et al. [22]:,What interventions are evaluated in these studies?,Hiligsmann et al. [27]: Vit D-fortified dairy products; Ethgen et al. [21]: CA/Vit D dietary supplementation; Silverman et al. [25]: Denosumab; Hiligsmann et al. [28]: CA/Vit D supplementation; Parthan et al. [26]: Denosumab; Hiligsmann et al. [40]: Strontium ranelate; Kouta et al. [23]: Selective branded alendronate therapy + BMD test; Kreck et al. [18]: Branded ibandronate+ calcium/colecalciferol; Schousboe et al. [22]: Branded bisphosphonate + bone densitometry
10020287_Table_2,Hiligsmann et al. [27]; Ethgen et al. [21]; Silverman et al. [25]; Hiligsmann et al. [28]; Parthan et al. [26]; Hiligsmann et al. [40]: ; Kouta et al. [23�; Kreck et al. [18]; Schousboe et al. [22]:,What comparators are used in these studies?,"Hiligsmann et al. [27]: Usual care; Ethgen et al. [21]: The absence of appropriate intake; Silverman et al. [25]: Bisphosphonates (generic alendronate, branded zoledronate, branded risedronate, branded ibandronate), and teriparatide; Hiligsmann et al. [28]: No treatment (no CA/Vit D supplementation); Parthan et al. [26]: Bisphosphonates (generic alendronate, branded zoledronate, generic risedronate, branded ibandronate), strontium ranelate, and teriparatide; Hiligsmann et al. [40]: No treatment (no active drug treatment); Kouta et al. [23]: (Universal branded alendronate therapy without BMD test) or (no BMD test and no therapy); Kreck et al. [18]: Fluoride strategy (sodium fluoride + calcium/colecalciferol), and calcium strategy (calcium/colecalciferol alone); Schousboe et al. [22]: No intervention (no drug treatment, no screening)"
10020287_Table_2,Hiligsmann et al. [27]; Ethgen et al. [21]; Silverman et al. [25]; Hiligsmann et al. [28]; Parthan et al. [26]; Hiligsmann et al. [40]: ; Kouta et al. [23�; Kreck et al. [18]; Schousboe et al. [22]:,What are the durations of the interventions in these studies?,"Hiligsmann et al. [27]: 1 year (two dairy products per day); Ethgen et al. [21]: 1 year: a daily dairy supplementation containing 1000 mg of CA and 800 IU of Vit D; Silverman et al. [25]: 5 years: denosumab, bisphosphonates 2 years: teriparatide; Hiligsmann et al. [28]: 3 years; Parthan et al. [26]: 5 years: bisphosphonates, strontium ranelate, denosumab 2 years: teriparatide; Hiligsmann et al. [40]: 3 years; Kouta et al. [23]: 5 years: branded alendronate; Kreck et al. [18]: 42 months; Schousboe et al. [22]: 5 years: oral bisphosphonate"
10020287_Table_2,Hiligsmann et al. [27]; Ethgen et al. [21]; Silverman et al. [25]; Hiligsmann et al. [28]; Parthan et al. [26]; Hiligsmann et al. [40]: ; Kouta et al. [23�; Kreck et al. [18]; Schousboe et al. [22]:,In which years are the valuations conducted in these studies?,Hiligsmann et al. [27]: 2015 EUR; Ethgen et al. [21]: 2014 EUR; Silverman et al. [25]: 2013 USD; Hiligsmann et al. [28]: 2012 EUR; Parthan et al. [26]: 2012 EUR; Hiligsmann et al. [40]: 2010 EUR; Kouta et al. [23]: 2008 USD; Kreck et al. [18]: 2004 EUR; Schousboe et al. [22]: 2004 USD
10020287_Table_2,Hiligsmann et al. [27]; Ethgen et al. [21]; Silverman et al. [25]; Hiligsmann et al. [28]; Parthan et al. [26]; Hiligsmann et al. [40]: ; Kouta et al. [23�; Kreck et al. [18]; Schousboe et al. [22]:,What results are reported in these studies?,"Hiligsmann et al. [27]: In men aged over 60 years, the intake of two Vit D-fortified dairy products per day had an ICER of €106,113/QALY compared to usual care. The ICER was below a threshold of €30,000 /QALY in men aged over 80 years; Ethgen et al. [21]: The daily intake of Vit-D-rich dairy products was cost effective in general men aged over 70 years and in male patients at increased risk of osteoporotic fractures; Silverman et al. [25]: Denosumab had an ICER of $16,888/QALY compared to generic alendronate and dominated all other treatments; Hiligsmann et al. [28]: Compared to no treatment, CA/Vit D supplementation had an ICER of €23,477/QALY and €10,250/QALY in men aged 60 years and 70 years, respectively, which was cost saving in men aged 80 years, suggesting CA/Vit D supplementation was cost effective for men with osteoporosis aged over 60 years; Parthan et al. [26]: Compared to other treatments, denosumab had the lowest costs and highest QALYs, indicating denosumab dominated all other treatments; Hiligsmann et al. [40]: Compared to no treatment, strontium ranelate had an ICER of €49,798/QALY and €25,584/QALY using ITT and PPS efficacy data, respectively in entire patients. The ICER falls below thresholds in partial patients with a BMD T-score ≤ -2.5 or with PVF. Strontium ranelate could be considered cost effective compared with no treatment for male osteoporosis; Kouta et al. [23]: The ICERs for the strategy of a BMD test and selective alendronate therapy for patients with osteoporosis and universal alendronate therapy without a BMD test were US$66,800/QALY and $178,700/QALY, respectively, which was cost effective for those with osteoporosis; Kreck et al. [18]: The calcium strategy dominated the fluoride strategy. Compared to the calcium strategy, the ibandronate strategy had an ICER of €1,042,295/QALY in male patients aged over 65 years with a BMD T-score at baseline of -3.0. The ibandronate strategy is not cost effective; Schousboe et al. [22]: Compared with no intervention, the densitometry and follow-up treatment strategy had an ICER less than USD 50,000/QALY for men aged 65 years or older with a prior clinical fracture and for men aged 80 years or older without a prior fracture. The strategy may be cost effective in these patients"
10020287_Table_2,Hiligsmann et al. [27]; Ethgen et al. [21]; Silverman et al. [25]; Hiligsmann et al. [28]; Parthan et al. [26]; Hiligsmann et al. [40]: ; Kouta et al. [23�; Kreck et al. [18]; Schousboe et al. [22]:,What base-case analyses are performed in these studies?,"Hiligsmann et al. [27]: One-way SA; Ethgen et al. [21]: None; Silverman et al. [25]: One-way and probabilistic SA; Hiligsmann et al. [28]: One-way and probabilistic SA; Parthan et al. [26]: One-way and probabilistic SA; Hiligsmann et al. [40]: One-way and probabilistic SA; Kouta et al. [23]: One-way SA; Kreck et al. [18]: One-way, two-way, and probabilistic SA; Schousboe et al. [22]: One-way and probabilistic SA"
10020287_Table_2,Hiligsmann et al. [27]; Ethgen et al. [21]; Silverman et al. [25]; Hiligsmann et al. [28]; Parthan et al. [26]; Hiligsmann et al. [40]: ; Kouta et al. [23�; Kreck et al. [18]; Schousboe et al. [22]:,What sensitivity analyses are conducted in these studies?,"Hiligsmann et al. [27]: One-way SA; Ethgen et al. [21]: None; Silverman et al. [25]: One-way and probabilistic SA; Hiligsmann et al. [28]: One-way and probabilistic SA; Parthan et al. [26]: One-way and probabilistic SA; Hiligsmann et al. [40]: One-way and probabilistic SA; Kouta et al. [23]: One-way SA; Kreck et al. [18]: One-way, two-way, and probabilistic SA; Schousboe et al. [22]: One-way and probabilistic SA"
10060315_Table_1,"Borges et al. 2020 [26]: PT; Chin et al. 2020 [27]: AU; McMurray et al. 2018 [41]: DK; Lacey et al. 2018 [38]: CR; McMurray et al. 2018 [41]: CO; Lacey et al. 2018 [39]: BR; Liang et al. 2018 [19]: SG; Lee et al. 2018 [40]: SG; Krittyaphong et al. 2018 [36]: TH; D’Angiolella et al. 2017 [29]: IT; Ramos et al. 2017 [43]: NL; Fann et al. 2017 [31]: TW; King et al. 2016 [35]: US; PBAC (HTA), 2016 [60]: AU; van der Pol et al. 2019 [48]: DE; Zueger et al. 2018 [52]: US; McMurray et al. 2018 [41]: UK; Gandjour and Ostwald 2018 [32]: DE; Zaca 2018 [50]: IT; Ademi et al. 2017 [25]: CH; van der Pol et al. 2017 [21]: NL; Gaziano et al. 2016 [18]: US; NICE (HTA), 2016 [17]: UK; SMC (HTA), 2016 [59]: SC",Which countries are covered in these studies?,"Borges et al. 2020 [26]: PT; Chin et al. 2020 [27]: AU; McMurray et al. 2018 [41]: DK; Lacey et al. 2018 [38]: CR; McMurray et al. 2018 [41]: CO; Lacey et al. 2018 [39]: BR; Liang et al. 2018 [19]: SG; Lee et al. 2018 [40]: SG; Krittyaphong et al. 2018 [36]: TH; D’Angiolella et al. 2017 [29]: IT; Ramos et al. 2017 [43]: NL; Fann et al. 2017 [31]: TW; King et al. 2016 [35]: US; PBAC (HTA), 2016 [60]: AU; van der Pol et al. 2019 [48]: DE; Zueger et al. 2018 [52]: US; McMurray et al. 2018 [41]: UK; Gandjour and Ostwald 2018 [32]: DE; Zaca 2018 [50]: IT; Ademi et al. 2017 [25]: CH; van der Pol et al. 2017 [21]: NL; Gaziano et al. 2016 [18]: US; NICE (HTA), 2016 [17]: UK; SMC (HTA), 2016 [59]: SC"
10060315_Table_1,"Borges et al. 2020 [26]: PT; Chin et al. 2020 [27]: AU; McMurray et al. 2018 [41]: DK; Lacey et al. 2018 [38]: CR; McMurray et al. 2018 [41]: CO; Lacey et al. 2018 [39]: BR; Liang et al. 2018 [19]: SG; Lee et al. 2018 [40]: SG; Krittyaphong et al. 2018 [36]: TH; D’Angiolella et al. 2017 [29]: IT; Ramos et al. 2017 [43]: NL; Fann et al. 2017 [31]: TW; King et al. 2016 [35]: US; PBAC (HTA), 2016 [60]: AU; van der Pol et al. 2019 [48]: DE; Zueger et al. 2018 [52]: US; McMurray et al. 2018 [41]: UK; Gandjour and Ostwald 2018 [32]: DE; Zaca 2018 [50]: IT; Ademi et al. 2017 [25]: CH; van der Pol et al. 2017 [21]: NL; Gaziano et al. 2016 [18]: US; NICE (HTA), 2016 [17]: UK; SMC (HTA), 2016 [59]: SC",What parameter descriptions are provided in these studies?,"Borges et al. 2020 [26] (PT): Coefficient of constant; Chin et al. 2020 [27] (AU): Incidence of CV death, enalapril; McMurray et al. 2018 [41] (DK): Coefficient of CV mortality: Age2; Lacey et al. 2018 [38] (CR): Coefficient of constant; McMurray et al. 2018 [41] (CO): Coefficient of constant; Lacey et al. 2018 [39] (BR): Coefficient of constant; Liang et al. 2018 [19] (SG): CV mortality, HR; Lee et al. 2018 [40] (SG): Coefficient of constant; Krittyaphong et al. 2018 [36] (TH): CV mortality risk (from non-hospitalization), enalapril; D’Angiolella et al. 2017 [29] (IT): TE of sac/val on CV mortality; Ramos et al. 2017 [43] (NL): Coefficient of CV mortality: Age2; Fann et al. 2017 [31] (TW): Coefficient of constant; King et al. 2016 [35] (US): Risk of CV mortality, sac/val; PBAC (HTA), 2016 [60] (AU): CV mortality; van der Pol et al. 2019 [48] (DE): TE of sac/val on death, RR; Zueger et al. 2018 [52] (US): TE of sac/val on death, RR; McMurray et al. 2018 [41] (UK): All-cause mortality- Gompertz (coef.): Sac/Val; Gandjour and Ostwald 2018 [32] (DE): TE of sac/val on death, HR; Zaca 2018 [50] (IT): TE of sac/val on death vs ICD, HR; Ademi et al. 2017 [25] (CH): All-cause mortality (coef.): sac/val; van der Pol et al. 2017 [21] (NL): TE of sac/val on death, RR; Gaziano et al. 2016 [18] (US): TE of sac/val on death, HR; NICE (HTA), 2016 [17] (UK): All-cause mortality; SMC (HTA), 2016 [59] (SC): All-cause mortality"
